사람, 장소, 환대	3.0
알렉스 퍼거슨 나의 이야기	3.5
나, 건축가 안도 다다오	4.0
마시멜로 이야기	4.0
이기는 습관	5.0
타짜 3부	2.5
경영학 콘서트	4.5
적을 만들지 않는 대화법	5.0
참을 수 없는 존재의 가벼움	5.0
이웃 사람	4.5
미생	3.5
멋진 신세계	4.0
소녀의 세계	3.0
아픔이 길이 되려면	3.5
생각 버리기 연습	3.0
방황해도 괜찮아	5.0
책은 도끼다	3.0
끌리는 사람은 1%가 다르다	3.5
영혼을 위한 닭고기 수프 1	3.0
눈먼 자들의 도시	4.0
하마터면 열심히 살 뻔했다	5.0
파과	3.0
어디서 살 것인가	4.5
나는 단순하게 살기로 했다	5.0
마케터의 일	4.5
마시멜로 두 번째 이야기	2.5
해리 포터와 비밀의 방	5.0
Call Me by Your Name	5.0
1만권 독서법	2.5
Carol	5.0
언니의 독설	2.5
메모 습관의 힘	3.0
죽고 싶지만 떡볶이는 먹고 싶어	5.0
1리터의 눈물 마지막 편지	4.5
스무살에 알았더라면 좋았을 것들	3.0
오늘처럼 내가 싫었던 날은 없다	5.0
하루 15분 정리의 힘	2.5
예감은 틀리지 않는다	3.0
고양이	5.0
빠삐용	3.0
그릿 GRIT	5.0
노르웨이의 숲	3.0
나는 고양이로소이다	2.5
구해줘	5.0
앵무새 죽이기	2.5
송곳	2.5
해리 포터와 죽음의 성물	2.5
네가 어떤 삶을 살든 나는 너를 응원할 것이다	5.0
너의 췌장을 먹고 싶어	2.0
나의 문화유산답사기 	5.0
위대한 개츠비	5.0
파라다이스	5.0
개미	4.0
이클립스	2.0
