살인자의 기억법,3.0
무소유,4.5
그리고 아무도 없었다,4.0
오리엔트 특급살인,3.5
가면 산장 살인 사건,4.0
너의 췌장을 먹고 싶어,4.0
오페라의 유령,3.5
난장이가 쏘아올린 작은 공,4.0
남한산성,4.5
냉정과 열정사이 Rosso,4.0
슬램덩크,5.0
덕혜옹주,4.0
군주론,4.0
냉정과 열정사이 Blu,4.0
설민석의 조선왕조실록,4.0
베니스의 상인,4.0
