나무	3.0
아는 것으로부터의 자유	3.0
생각의 시대	4.5
데스 노트 Death Note	4.5
향수	4.0
시크릿	0.5
빅 히스토리	3.5
여보, 나좀 도와줘	3.5
사랑손님과 어머니	3.5
메밀꽃 필 무렵	4.0
정재승의 과학 콘서트	3.5
11분	2.5
삼국지	3.5
여행의 기술	3.0
오체 불만족	2.0
갈매기의 꿈	2.0
몬스터	4.0
상도 	3.5
살인자ㅇ난감 -	4.5
진중권의 미학 오디세이 1 (20주년 기념판)	5.0
우리는 사랑일까	3.5
운수좋은 날	3.0
빅 픽처	3.0
어린 왕자	5.0
상대적이며 절대적인 지식의 백과사전	2.5
이끼	4.5
정의란 무엇인가	4.0
빠삐용	3.5
묵향	3.5
봉신연의	3.0
신	3.0
플루토 Pluto	4.0
먼나라 이웃나라	3.5
천사들의 제국	3.5
서울 시	0.5
강철의 연금술사	4.0
베르세르크	5.0
다 빈치 코드	3.0
채식주의자	4.0
천사와 악마	3.0
타나토노트	3.5
해리 포터와 마법사의 돌	4.0
총몽	4.0
20세기 소년	5.0
난장이가 쏘아올린 작은 공	5.0
