그 페미니즘은 틀렸다	4.0
아무도 말하지 않는 것들	3.5
개그맨	4.5
국경시장	4.5
우리가 보낸 가장 긴 밤	3.5
모르그 디오라마	4.0
아름다움이 나를 멸시한다	1.5
작별	4.0
슬픔을 공부하는 슬픔	4.0
어디까지나 제 생각입니다	1.0
2018 제9회 젊은작가상 수상작품집	3.0
누구에게나 친절한 교회 오빠 강민호	4.5
내게 무해한 사람	4.0
나미야 잡화점의 기적	1.5
웰컴 나래바!	1.5
OtvN 프리미엄 특강쇼 어쩌다 어른	3.0
연애의 행방	3.0
거짓말, 딱 한 개만 더	3.5
청소부 밥	3.5
한정희와 나	4.5
너무 한낮의 연애	4.0
현남 오빠에게	3.5
벌거숭이들	4.5
딸에 대하여	3.5
우리는 어째서 이토록	3.0
자유로울 것	3.0
웨하스 의자	2.0
울기엔 좀 애매한	3.0
빨간 장화	1.0
십시일反	3.5
황태자비 납치사건	3.0
아프니까 청춘이다	2.0
스무 살, 절대 지지 않기를	3.0
리딩으로 리드하라	3.0
둘 중 누군가 그녀를 죽였다	3.5
내가 그를 죽였다	3.5
붉은 손가락	4.0
소년이 온다	2.0
꽃을 보듯 너를 본다	4.0
호밀밭의 파수꾼	3.5
너의 목소리가 들려	3.0
나는 나를 파괴할 권리가 있다	3.0
나는 괜찮은 연이야	3.0
무의미의 축제	3.0
애프터 다크	3.5
방 정리 마음 정리	3.0
스물아홉 생일, 1년 후 죽기로 결심했다	4.0
고백	2.5
유진과 유진	3.0
눈먼 자들의 국가	3.0
대리사회	3.5
파도가 바다의 일이라면	3.5
연애소설이 필요한 시간	2.5
환상통	3.0
정확한 사랑의 실험	4.0
한국이 싫어서	3.5
태연한 인생	3.5
중국식 룰렛	3.0
소중한 경험	2.5
82년생 김지영	3.5
우아한 거짓말	3.5
너는 나에게 상처를 줄 수 없다	4.0
나는 까칠하게 살기로 했다	4.0
왜 나는 법을 공부하는가	3.0
보건교사 안은영	2.5
상냥한 폭력의 시대	2.5
쇼코의 미소	3.5
안녕 주정뱅이	3.0
사양	3.5
인간 실격	3.5
야만적인 앨리스씨	2.0
눌변	2.0
태도에 관하여	2.5
마음 읽기	2.0
참담한 빛	2.5
무슨 일이 일어났는지는 아무도	4.0
엘리베이터에 낀 그 남자는 어떻게 되었나	4.0
독서는 절대 나를 배신하지 않는다	3.5
사이토 다카시의 2000자를 쓰는 힘	3.5
남자를 위하여	3.5
외모지상주의의 역설	1.0
개포동 김갑수씨의 사정	3.0
보다	5.0
말하다	5.0
읽다	5.0
나의 친애하는 적	3.5
사랑을 선택하는 특별한 기준	4.0
할머니가 미안하다고 전해달랬어요	3.0
철학의 위안	2.5
마돈나	2.0
보복대행전문주식회사	3.0
그녀에 대하여	3.0
바깥은 여름	3.0
내 옆에 있는 사람	3.0
여자 없는 남자들	2.0
정의란 무엇인가	4.0
2017 제8회 젊은작가상 수상작품집	3.5
어떻게 살 것인가	4.0
어린 왕자	2.0
인형의 집	3.0
노르웨이의 숲	2.0
모멸감	4.0
피에로들의 집	5.0
공중그네	1.0
스토너	5.0
나오미와 가나코	5.0
도리언 그레이의 초상	1.0
모순	5.0
색채가 없는 다자키 쓰쿠루와 그가 순례를 떠난 해	5.0
오베라는 남자	4.0
여덟 단어	5.0
마음	4.5
도련님	4.0
행인	3.0
나는 고양이로소이다	1.0
사서함 110호의 우편물	5.0
자존감 수업	3.0
퀴즈쇼	5.0
살인자의 기억법	5.0
오직 두 사람	5.0
차가운 밤에	2.5
