오리엔트 특급 살인	3.5
마지막 수업	3.0
마지막 수업	3.0
변신	3.0
별	2.5
말괄량이 길들이기	2.0
살인의 해석	4.0
데미안	5.0
국화꽃 향기	2.5
익숙한 새벽 세시	4.5
어디서 살 것인가	2.5
끝없는 이야기 1	4.0
자전거를 못 타는 아이	4.0
눈의 여왕	4.0
셜록 홈즈 전집 7 : 셜록 홈즈의 귀환	3.5
생각의 지도	3.5
셜록 홈즈 전집 1 : 공포의 계곡	3.5
셜록 홈즈 전집 4 : 셜록 홈즈의 모험	4.0
광란자	3.0
대런 섄	2.5
시지프 신화	3.0
슬럼독 밀리어네어	4.5
어린 왕자	5.0
생각에 관한 생각	4.0
오페라의 유령	3.5
쇼퍼홀릭	3.0
여중생A	5.0
선천적 얼간이들	4.0
셜록 홈즈 전집 2 : 배스커빌의 개	3.5
씁쓸한 초콜릿	3.5
전갈의 아이	3.5
한밤중에 개에게 일어난 의문의 사건	3.5
신의 놀이	4.0
이야기 파라독스	4.5
콰이어트 Quiet	3.0
구덩이	4.5
달콤 쌉싸름한 초콜릿	3.0
빨간 머리 앤	4.5
삼월은 붉은 구렁을	4.5
멋진 징조들	4.0
마음을 열어주는 101가지 이야기 1	3.5
사립학교 아이들	3.0
혼자를 기르는 법	4.5
며느라기	5.0
하늘 호수로 떠난 여행	2.5
인간 실격	3.0
생각의 탄생	3.0
미생	4.0
그랜드 부다페스트 호텔	4.0
해리 포터와 불의 잔	3.5
에드거 앨런 포 단편선	3.5
어린 왕자	5.0
중국인 거리 「오정희」	2.5
Call Me by Your Name	3.0
푸른 수염	1.5
카네기 인간관계론	2.5
동백꽃 / 봄봄	3.5
톰 소여의 모험	3.5
죽은 왕녀를 위한 파반느	2.5
해리 포터와 죽음의 성물	3.5
이상한 나라의 앨리스 (한글판 + 영문판 합본)	4.5
나의 라임 오렌지나무	4.5
죽은 왕녀를 위한 파반느	2.5
주홍 글자	3.0
메밀꽃 필 무렵	3.0
주홍색 연구	4.0
노빈손의 버뮤다 어드벤처	3.0
고도를 기다리며	4.0
개를 훔치는 완벽한 방법	3.5
파리대왕	4.0
꺼삐딴 리	3.0
영혼을 위한 닭고기 수프 1	3.5
정의란 무엇인가	4.5
80일간의 세계일주	4.0
신과 함께 : 신화편	3.5
창가의 토토	4.0
봄철 한정 딸기 타르트 사건	3.0
자살토끼	2.5
어린 왕자	5.0
위저드 베이커리	4.0
신과 함께 : 저승편	4.5
호밀밭의 파수꾼	4.0
오세암	3.0
죽은 시인의 사회	4.0
정재승의 과학 콘서트	3.5
다이어터 3 : 건강지속 편	4.0
유진과 유진	3.0
죽음에 관하여	4.0
해리 포터와 아즈카반의 죄수	4.0
하리하라의 과학블로그	4.0
어린 왕자	5.0
꿈꾸는 책들의 도시	3.5
키다리 아저씨	4.0
모리와 함께한 화요일	2.5
시타를 위하여	4.0
웃는 남자	3.0
유성의 인연	3.0
이방인	4.0
셜록 홈즈 : 모리어티의 죽음	4.0
소피의 세계	4.5
완득이	3.5
나의 라임 오렌지 나무	4.5
데미안	4.5
1984	3.5
마당을 나온 암탉	2.5
어린 왕자	5.0
로빈슨 크루소	2.5
80일간의 세계 일주	4.0
해리 포터와 불사조 기사단	4.0
날개	3.5
오리엔트 특급살인	4.0
봄.봄 「김유정」	3.0
다이어터 2 : 운동적응기 편	4.0
광수생각	2.0
아웃라이어	3.0
파이 이야기	4.5
우아한 거짓말	4.5
위저드 베이커리	4.0
변신	4.0
해리 포터와 혼혈왕자	4.0
난장이가 쏘아올린 작은 공	3.0
빨강머리 앤	4.5
보통의 존재 	4.0
진주 귀고리 소녀	3.0
해리 포터와 마법사의 돌	4.0
로미오와 줄리엣	3.5
리버 보이	4.0
아홉살 인생	3.5
운수좋은 날	3.0
인간 실격	3.0
얼굴 빨개지는 아이	4.0
낮에 뜨는 달	3.5
치즈 인 더 트랩	4.0
내 영혼이 따뜻했던 날들	4.0
연어	3.5
맥베스	3.5
다이어터 1 : 식이조절 편	4.0
앵무새 죽이기	5.0
좋아하면 울리는 1	4.0
어서오세요, 305호에!	5.0
