멋진 신세계	4.0
걸 온 더 트레인	3.0
12가지 인생의 법칙	3.5
13 Reasons Why	4.0
생각하지 않는 사람들	2.5
이것이 자바다	4.0
모두의 파이썬	2.0
하버드 마지막 강의	2.5
유튜브의 신	3.5
원씽 The One Thing	3.5
하루 15분 정리의 힘	2.0
스무살에 알았더라면 좋았을 것들	3.0
80일간의 세계 일주	3.5
파우스트	2.0
지킬 박사와 하이드	3.0
마틸다 (반양장)	3.5
화차	4.0
붉은 손가락	3.0
연애혁명	3.5
폭풍의 언덕	3.5
이클립스	3.5
규장각 각신들의 나날	4.0
뉴문	3.5
브레이킹 던	4.0
헝거 게임	3.0
명탐정 코난	2.5
강철의 연금술사	3.5
지적 대화를 위한 넓고 얕은 지식 : 현실 세계 편	3.0
노인과 바다	3.0
구해줘	3.5
성균관 유생들의 나날	3.5
해리 포터와 죽음의 성물	3.5
파피용	4.0
해리 포터와 불의 잔	3.0
해리 포터와 혼혈왕자	3.0
나의 라임 오렌지나무	3.0
마시멜로 이야기	2.5
해리 포터와 마법사의 돌	3.0
삼국지	4.0
묵향	3.0
오만과 편견	4.0
연금술사	2.5
앵무새 죽이기	3.5
동물농장	3.0
해리 포터와 비밀의 방	3.0
다 빈치 코드	3.0
정의란 무엇인가	3.0
원미동 사람들	3.0
난장이가 쏘아올린 작은 공	3.0
채식주의자	4.0
달빛 조각사	3.0
해변의 카프카	3.5
색채가 없는 다자키 쓰쿠루와 그가 순례를 떠난 해	3.0
1Q84	4.5
노르웨이의 숲	4.0
데미안	3.0
애프터 유	1.5
시간 여행자의 아내 1	4.5
이반 데니소비치, 수용소의 하루	3.5
눈뜬 자들의 도시	2.0
모멘트	2.5
빠삐용	3.5
로빈슨 크루소	3.0
천사의 부름	2.5
80일간의 세계일주	3.0
렛미인	3.0
용의자 X의 헌신	3.0
The Martian	4.0
The Hunger Games	3.0
미스터 초밥왕	3.0
드래곤 라자	3.0
멋진 신세계	4.0
천 개의 찬란한 태양	4.0
해리 포터와 아즈카반의 죄수	3.0
Twilight	3.5
하마터면 열심히 살 뻔했다	4.0
모비 딕 -	3.0
나미야 잡화점의 기적	4.0
자살토끼	2.5
먼나라 이웃나라	3.0
죽을 때 후회하는 스물다섯 가지	3.0
변신	3.5
어린 왕자	3.5
26년	3.0
해리 포터와 불사조 기사단	3.0
1984	3.5
신	4.0
아웃라이어	3.0
정글만리	3.0
오베라는 남자	3.5
나는 고양이로소이다	2.5
캣칭 파이어	3.0
미생	4.0
리버 보이	2.5
창문 넘어 도망친 100세 노인	3.5
지적 대화를 위한 넓고 얕은 지식 : 현실 너머 편	2.5
살인자의 기억법	3.5
미 비포 유	4.0
이방인	3.5
군주론	3.0
모킹제이	2.5
