그레이의 50가지 그림자	2.0
우리는 마약을 모른다	4.0
혐오의 미러링	3.5
불교를 철학하다	4.0
문화정치학의 영토들	3.5
아름다운 마무리	4.0
가난하다고 꿈조차 가난할 수는 없다	3.0
뒹구는 돌은 언제 잠 깨는가	4.0
오직 두 사람	5.0
세계사를 바꾼 10가지 약	3.5
나를 보는 당신을 바라보았다	4.0
제5도살장	4.5
그로테스크	4.0
나를 부르는 숲	3.5
소설	4.5
대학생이 된 당신을 위하여	3.5
칼의 노래	4.5
차별 감정의 철학	2.5
정재승의 과학 콘서트	4.0
일베의 사상	3.5
1F/B1 일층, 지하 일층	4.0
반딧불이	3.5
권력이동	3.5
무정	3.0
유시민의 경제학 카페	3.5
부분과 전체	5.0
뇌 속에 또 다른 뇌가 있다	4.0
더불어숲	3.5
날개	5.0
서울대 최종학 교수의 숫자로 경영하라	4.0
빌 브라이슨 발칙한 유럽산책	4.0
살인자의 기억법	4.0
간호사라서 다행이야	3.0
김예슬 선언	4.0
속죄	4.5
사랑의 생애	4.5
밀리언달러 힙합의 탄생	4.0
검사내전	4.5
배우 수업	4.0
삶이 그대를 속일지라도	4.0
푸슈킨 비밀일기	4.0
군인	3.5
세종대왕과 그의 인재들	4.0
파이 이야기	5.0
박 회계사의 재무제표 분석법	3.5
회계 천재가 된 홍대리 1 : 회계의 본질 편	2.5
에브리맨	4.5
스무살에 알았더라면 좋았을 것들	3.0
미국의 민주주의	4.0
팡세	3.5
젊은 베르테르의 슬픔	3.5
베르나르 베르베르의 상상력 사전	4.0
삼성을 생각한다	3.5
헌법줄게 새법다오	4.0
미술관 옆 인문학	4.0
보통의 존재 	3.5
회계는 어떻게 경제를 바꾸는가	3.0
82년생 김지영	3.0
물의 메시지	1.0
나는 세상의 모든 것을 군대에서 배웠다	2.0
로드	4.5
독서 천재가 된 홍대리	2.0
On the Road	4.5
니체 극장	4.5
스티브 잡스	4.0
화에 대하여	3.5
리딩으로 리드하라	2.0
내 아들아 너는 인생을 이렇게 살아라	3.5
슬픔이 없는 십오 초	3.5
김대식의 빅퀘스천	4.5
천 번을 흔들려야 어른이 된다	3.5
삼대	3.5
절망의 나라의 행복한 젊은이들	3.5
퀴즈쇼	3.5
제국의 위안부	3.5
광장/구운몽	5.0
스토너	4.5
검찰관	3.5
매트릭스로 철학하기	3.5
위대한 패배자	4.0
너는 나에게 상처를 줄 수 없다	3.5
모비 딕	3.5
잃어버린 시간을 찾아서	4.5
인생수업	3.5
인생학교 | 돈	3.0
그 남자는 왜 이상해졌을까?	4.0
이것은 왜 청춘이 아니란 말인가	3.5
티핑 포인트	4.0
그들이 말하지 않는 23가지	4.0
장하준의 경제학 강의 (반양장)	3.5
판사유감	3.5
개인주의자 선언	4.0
김대식의 인간 vs 기계	4.0
혼.창.통	3.5
문학의 숲을 거닐다	3.5
