곰돌이 푸, 행복한 일은 매일 있어	3.5
무신론자를 위한 종교	4.0
행복의 건축	4.0
모든 관계는 말투에서 시작된다	3.5
나는 생각이 너무 많아	4.0
참을 수 없는 존재의 가벼움	3.0
딸에 대하여	2.0
공지영의 수도원 기행 	4.0
혼자만 잘 살믄 무슨 재민겨	4.0
나는 왜 작은 일에만 분개하는가	4.0
공부하다 죽어라	0.5
지도 밖으로 행군하라	4.0
미라클 모닝	4.0
신경 끄기의 기술	1.0
혼자 있는 시간의 힘	5.0
무코다 이발소	2.0
예감은 틀리지 않는다	5.0
마지막 패리시 부인	3.0
해변의 카프카	4.0
향수	1.0
당신, 거기 있어 줄래요?	2.0
세상에 너를 소리쳐!	0.5
불륜	5.0
내일	4.0
자기 앞의 생	5.0
네가 어떤 삶을 살든 나는 너를 응원할 것이다	5.0
꽃들에게 희망을	5.0
이갈리아의 딸들	1.0
자살토끼	2.0
종이 여자	5.0
두근두근 내 인생	5.0
사랑하라 한번도 상처받지 않은 것처럼	4.0
자존감 수업	4.0
지적 대화를 위한 넓고 얕은 지식 : 현실 세계 편	3.5
왜 나는 너를 사랑하는가	0.5
오베라는 남자	1.5
지적 대화를 위한 넓고 얕은 지식 : 현실 너머 편	4.0
모모	3.0
빅 픽처	2.0
멈추면, 비로소 보이는 것들	4.0
우리들의 행복한 시간	4.0
오만과 편견	3.0
1Q84	5.0
어린 왕자	4.0
난장이가 쏘아올린 작은 공	1.0
아프니까 청춘이다	4.0
나무	5.0
연금술사	4.5
나미야 잡화점의 기적	5.0
해리 포터와 마법사의 돌	5.0
하이큐!!	0.5
도리언 그레이의 초상	2.0
노르웨이의 숲	5.0
나는 단순하게 살기로 했다	3.5
파리대왕	1.0
타이밍	1.0
마션	4.0
