다 빈치 코드	1.0
모랫말 아이들	2.0
가방 들어주는 아이	5.0
파브르 곤충기	1.0
역사를 바꾼 17가지 화학 이야기	5.0
소설가 구보씨의 일일	2.0
사랑손님과 어머니	5.0
종의 기원	5.0
몽실 언니	5.0
원미동 사람들	5.0
우리들의 일그러진 영웅	4.0
정의란 무엇인가	5.0
왜 세계의 절반은 굶주리는가?	4.0
생각 버리기 연습	5.0
적을 만들지 않는 대화법	5.0
스무살에 알았더라면 좋았을 것들	5.0
성공하는 사람들의 7가지 습관	5.0
습관의 힘	4.0
배려	3.0
누가 내 치즈를 옮겼을까?	5.0
언어천재 조승연의 이야기 인문학	5.0
어떻게 죽을 것인가	3.0
국가	3.0
상대적이며 절대적인 지식의 백과사전 1	5.0
그리스 로마 신화	5.0
북유럽 신화	5.0
국가란 무엇인가	4.0
사피엔스	4.0
정의란 무엇인가	5.0
직장인이여 회계하라	5.0
경제 상식사전 (별책 : 알짜! 경제용어 300선)	5.0
유엔미래보고서 2025	4.0
멈추면, 비로소 보이는 것들	5.0
완벽하지 않은 것들에 대한 사랑	5.0
모리와 함께한 화요일	3.0
아프니까 청춘이다	5.0
멈추면, 비로소 보이는 것들	5.0
오체 불만족	5.0
탈무드	1.0
엄마의 말뚝	3.0
셰익스피어 4대 비극	5.0
돈키호테	1.0
연어	5.0
오세암	5.0
흑설공주 이야기	2.0
메밀꽃 필 무렵	2.5
걸리버 여행기	4.0
구운몽	3.5
바리데기	1.0
백설공주에게 죽음을	0.5
젊은 베르테르의 슬픔	0.5
소나기	3.0
아낌없이 주는 나무	5.0
노인과 바다	1.0
안네의 일기	1.0
우리들의 행복한 시간	2.0
향수	3.0
해리 포터와 죽음의 성물	5.0
해리 포터와 불사조 기사단	5.0
해리 포터와 불의 잔	5.0
해리 포터와 아즈카반의 죄수	5.0
가시고기	3.0
어린 왕자	1.0
엄마를 부탁해	4.0
해리 포터와 혼혈왕자	5.0
해리 포터와 비밀의 방	5.0
해리 포터와 마법사의 돌	5.0
마시멜로 두 번째 이야기	1.5
종의 기원	5.0
죽고 싶지만 떡볶이는 먹고 싶어	5.0
나의 라임 오렌지 나무	3.0
