마스터 키튼	5.0
젊은 예술가의 초상	4.0
사람은 무엇으로 사는가	5.0
체 게바라 평전	3.5
북유럽 신화	3.5
향연	4.0
백년 동안의 고독	4.5
차라투스트라는 이렇게 말했다	3.5
무기여 잘 있어라	3.0
어린 왕자	4.0
오이디푸스 왕	4.0
파이 이야기	3.0
신곡 - 지옥편	4.5
이방인	5.0
정의란 무엇인가	4.0
나의 문화유산답사기 	3.0
도구와 기계의 원리 Now	4.0
벌거벗은 통계학	4.5
기탄잘리	4.5
악의 꽃	4.5
역사 ⓔ 2	3.0
러셀 서양철학사	3.5
아내를 모자로 착각한 남자	4.5
레미제라블	3.5
도리언 그레이의 초상	4.0
원숭이도 이해하는 자본론	3.0
만화로 보는 그리스 로마 신화	4.0
사가판 어류도감	4.0
시크릿	0.5
군주론	5.0
손자병법	5.0
맹자	3.5
알키비아데스	5.0
살인자의 건강법	3.5
장미의 이름	5.0
허클베리 핀의 모험	4.0
1984	4.5
수학의 언어로 세상을 본다면	3.5
틀리지 않는 법	4.0
그들이 말하지 않는 23가지	3.5
생각에 관한 생각	5.0
사기 열전	5.0
서양미술사	4.0
동물농장	4.5
맥베스	5.0
주홍색 연구	3.5
도리언 그레이의 초상	3.5
돈으로 살 수 없는 것들	4.0
죽음이란 무엇인가	4.0
괴델, 에셔, 바흐	4.0
도덕경	4.5
논어	4.5
플라톤 향연	5.0
크리톤	5.0
소크라테스의 변명	5.0
파이돈	5.0
호모 데우스	5.0
사피엔스	5.0
파인만 씨, 농담도 잘하시네!	4.0
적의 화장법	2.5
삼국지	3.5
어린 왕자	4.0
나의 라임 오렌지 나무	3.5
야생초 편지	3.0
월든	3.0
쥐	4.0
강철의 연금술사	4.5
안네의 일기	3.0
변신	5.0
멋진 신세계	3.5
파리대왕	5.0
